site_name,api_number,operator,county,state,latitude,longitude,job_codes,well_type,status,source
Jill 54 4-54H,42483335930000,Apache Corporation,Wheeler,Texas,35.372,-100.016,,,,FracFocus
Jill 54 6-54H,42483335950000,Apache Corporation,Wheeler,Texas,35.386892,-100.018522,,,,FracFocus
Frysak #2,42173354570000,Apache Corporation,Glasscock,Texas,31.699,-101.55,,,,FracFocus
Roberts Unit 2754,42501359320000,Apache Corporation,Yoakum,Texas,33.02892,-102.87637,,,,FracFocus
Dorado 18 #12,42173352600000,Apache Corporation,Glasscock,Texas,31.825,-101.549,,,,FracFocus
Matthisen #5,42173355160000,Apache Corporation,Glasscock,Texas,31.703,-101.578,,,,FracFocus
Roberts Unit 4314,42501008950000,Apache Corporation,Yoakum,Texas,32.99614,-102.95466,,,,FracFocus
Roberts Unit 3304,42501311720000,Apache Corporation,Yoakum,Texas,33.01155,-102.95563,,,,FracFocus
Roberts Unit 3526,42501327160000,Apache Corporation,Yoakum,Texas,33.01567,-102.91355,,,,FracFocus
Schwartz 36 #4,42173340790000,Apache Corporation,Glasscock,Texas,31.913455,-101.50016,,,,FracFocus
Huff 32 7H,42211351380000,Apache Corporation,Hemphill,Texas,35.736214,-100.159058,,,,FracFocus
Mekeel 303  3H,42357332030000,Apache Corporation,Ochiltree,Texas,36.130003,-100.708031,,,,FracFocus
Crabcooker 20 1,42173344820000,Apache Corporation,Glasscock,Texas,31.93584,-101.56807,,,,FracFocus
Spencer South 7 #2,42173354380000,Apache Corporation,Glasscock,Texas,31.834,-101.562,,,,FracFocus
McElroy 137 #2,42461382490000,Apache Corporation,Upton,Texas,31.41,-102.178,,,,FracFocus
Freewilly 41 #2,42173355080000,Apache Corporation,Glasscock,Texas,31.886,-101.552,,,,FracFocus
Elaine 642 1H,42295339280000,Apache Corporation,Lipscomb,Texas,36.246067,-100.471183,,,,FracFocus
University 57-65 1H,42413328660000,Apache Corporation,Irion,Texas,30.918,-100.869,,,,FracFocus
Francis Gunn 25,42227373250000,Apache Corporation,Howard,Texas,32.488,-101.354,,,,FracFocus
Luthi A 401 6H,42357332020000,Apache Corporation,Ochiltree,Texas,36.172558,-100.712164,,,,FracFocus
Sugg 1110 #H11U,42235352240000,Apache Corporation,Irion,Texas,31.256,-101.058,,,,FracFocus
Boys Ranch 1168,42359303560000,Apache Corporation,Oldham,Texas,35.550687,-102.247544,,,,FracFocus
Amberjack 39 #3,42173351230000,Apache Corporation,Glasscock,Texas,32.032,-101.463,,,,FracFocus
Jeffs 3A #2,42383378960000,Apache Corporation,Reagan,Texas,31.477,-101.603,,,,FracFocus
Stiles 24 13-24,42483336350000,Apache Corporation,Wheeler,Texas,35.473907,-100.074333,,,,FracFocus
Bennie 4342 #H71U,42235352800000,Apache Corporation,Irion,Texas,31.178,-101.153,,,,FracFocus
Bivins-LIT 115A,42359303670000,Apache Corporation,Oldham,Texas,35.547547,-102.23418,,,,FracFocus
Nix 16 #15,42173354740000,Apache Corporation,Glasscock,Texas,31.84,-101.523,,,,FracFocus
Halfmann #2,42173355200000,Apache Corporation,Glasscock,Texas,31.688,-101.564,,,,FracFocus
Nannie May 1H,42501360810000,Apache Corporation,Yoakum,Texas,33.22823,-102.95691,,,,FracFocus
Alexander 33-9H,42211351370000,Apache Corporation,Hemphill,Texas,35.74,-100.14,,,,FracFocus
Adams 1-137,42357322740000,Apache Corporation,Ochiltree,Texas,36.09346,-100.725914,,,,FracFocus
Ballenger #3206,42173355640000,Apache Corporation,Glasscock,Texas,31.928,-101.472,,,,FracFocus
Strube #5,42173355250000,Apache Corporation,Glasscock,Texas,31.705,-101.569,,,,FracFocus
J-FEL 9-1HB,42211351520000,Apache Corporation,Hemphill,Texas,36.041453,-100.160047,,,,FracFocus
Elwood `A` 97,42219100630000,Apache Corporation,Hockley,Texas,33.64711,-102.20174,,,,FracFocus
SAU 2-2B,42383378300000,Apache Corporation,Reagan,Texas,31.423,-101.658,,,,FracFocus
Pyle 40-8H,42483336050000,Apache Corporation,Wheeler,Texas,35.502132,-100.193199,,,,FracFocus
Barrow Augusta 1404,42135421290000,Apache Corporation,Ector,Texas,31.98866,-102.38428,,,,FracFocus
Bennie 4342 #H81M,42235352780000,Apache Corporation,Irion,Texas,31.178,-101.157,,,,FracFocus
Ballenger #2903,42173355620000,Apache Corporation,Glasscock,Texas,31.935,-101.461,,,,FracFocus
Soctt Sugg 1110 H21U,42235352610000,Apache Corporation,Irion,Texas,31.256,-101.056,,,,FracFocus
Roberts Unit 2727,42501323230000,Apache Corporation,Yoakum,Texas,33.02286,-102.87858,,,,FracFocus
Ballenger #3205,42173354800000,Apache Corporation,Glasscock,Texas,31.917,-101.468,,,,FracFocus
SAU 32-2A #5D,42383380370000,Apache Corporation,Reagan,Texas,31.517,-101.649,,,,FracFocus
Roberts Unit 2739,42501320730000,Apache Corporation,Yoakum,Texas,33.02282,-102.87504,,,,FracFocus
Roberts Unit 3251,42501360210000,Apache Corporation,Yoakum,Texas,33.0182,-102.97216,,,,FracFocus
Adams 26 #19,42173354240000,Apache Corporation,Glasscock,Texas,31.81,-101.484,,,,FracFocus
Jeffs 3A #3,42383378970000,Apache Corporation,Reagan,Texas,31.481,-101.605,,,,FracFocus
Moore 62 SL 11,42483336480000,Apache Corporation,Wheeler,Texas,35.42,-100.01,,,,FracFocus
King 27 #1H,42103360670000,Apache Corporation,Crane,Texas,31.423921,-102.404815,,,,FracFocus
Lee 59 #4H,42173353220000,Apache Corporation,Glasscock,Texas,31.977,-101.404,,,,FracFocus
Redtail 48 #1,42173355760000,Apache Corporation,Glasscock,Texas,31.782,-101.448,,,,FracFocus
Helwig #4,42383381310000,Apache Corporation,Reagan,Texas,31.637,-101.557,,,,FracFocus
Scott Sugg 1110 H31U,42235352630000,Apache Corporation,Irion,Texas,31.256,-101.055,,,,FracFocus
ED Books 35 #4,42173354700000,Apache Corporation,Glasscock,Texas,31.804,-101.486,,,,FracFocus
Bartz 19 25-19H,42483336510000,Apache Corporation,Wheeler,Texas,35.47,-100.03,,,,FracFocus
Round Top (Palo Pinto) Unit 186,42151322510000,Apache Corporation,Fisher,Texas,32.89104,-100.26296,,,,FracFocus
Tomlin 38 Unit 2,42173354200000,Apache Corporation,Glasscock,Texas,31.99,-101.607,,,,FracFocus
Gifford Hill A #3,42041312580000,Apache Corporation,Brazos,Texas,30.70872,-96.49508,,,,FracFocus
Braddock 47 #1,42173352540000,Apache Corporation,Glasscock,Texas,31.859,-101.607,,,,FracFocus
Tyler 55 7H,42483336500000,Apache Corporation,Wheeler,Texas,35.4,-100.02,,,,FracFocus
Scott Sugg 1110 H41U,42235352590000,Apache Corporation,Irion,Texas,31.257,-101.051,,,,FracFocus
Riley #3709,42173353730000,Apache Corporation,Glasscock,Texas,31.908,-101.492,,,,FracFocus
Flathers 232 1H,42357332160000,Apache Corporation,Ochiltree,Texas,36.115172,-100.585042,,,,FracFocus
Javalina 9 #1,42371389550000,Apache Corporation,Pecos,Texas,30.936611,-103.229708,,,,FracFocus
SAU 2-2,42383378290000,Apache Corporation,Reagan,Texas,31.42,-101.652,,,,FracFocus
Robin 8 #1H,42389335520000,Apache Corporation,Reeves,Texas,31.7,-103.661,,,,FracFocus
Txl South Unit 5721,42135422490000,Apache Corporation,Ector,Texas,31.82212,-102.69359,,,,FracFocus
Walker Farms 14 #13,42173354190000,Apache Corporation,Glasscock,Texas,31.842,-101.494,,,,FracFocus
Buchanan 10 #1,42227372160000,Apache Corporation,Howard,Texas,32.484,-101.396,,,,FracFocus
Anderson 13 #1,42227372180000,Apache Corporation,Howard,Texas,32.472,-101.38,,,,FracFocus
Jeffs 3A #4,42383378980000,Apache Corporation,Reagan,Texas,31.482,-101.601,,,,FracFocus
Roberts Unit 3252,42501360500000,Apache Corporation,Yoakum,Texas,33.0169,-102.97153,,,,FracFocus
Universitty 48#1,42103360430000,Apache Corporation,Crane,Texas,31.437576,-102.407467,,,,FracFocus
Barrow Augusta 1402,42135421270000,Apache Corporation,Ector,Texas,31.99834,-102.38671,,,,FracFocus
Ballenger #3006,42173356380000,Apache Corporation,Glasscock,Texas,31.93,-101.482,,,,FracFocus
Scott Sugg 1110 H51U,42235352600000,Apache Corporation,Irion,Texas,31.257,-101.051,,,,FracFocus
Urban Jones 122 #5H,42357332050000,Apache Corporation,Ochiltree,Texas,36.101394,-100.9255,,,,FracFocus
Three Bar Shallow Unit 113H,42003449850000,Apache Corporation,Andrews,Texas,32.148,-102.811,,,,FracFocus
Txl South Unit 5722,42135422520000,Apache Corporation,Ector,Texas,31.82439,-102.6894,,,,FracFocus
Lee 59 #6,42173355130000,Apache Corporation,Glasscock,Texas,31.978,-101.408,,,,FracFocus
Cleveland 5 #1,42173353640000,Apache Corporation,Glasscock,Texas,31.739,-101.518,,,,FracFocus
Carolea 594 #1H,42295339360000,Apache Corporation,Lipscomb,Texas,36.231417,-100.403561,,,,FracFocus
Roberts Unit 3255,42501360220000,Apache Corporation,Yoakum,Texas,33.01933,-102.96922,,,,FracFocus
Goodner 22 #7,42173351570000,Apache Corporation,Glasscock,Texas,31.828,-101.504,,,,FracFocus
Abraham 32 6H,42211351400000,Apache Corporation,Hemphill,Texas,35.74,-100.15,,,,FracFocus
GW Sportsman 49 7H,42211351600000,Apache Corporation,Hemphill,Texas,35.74,-100.15,,,,FracFocus
Clinch 4238 #H71L,42235352400000,Apache Corporation,Irion,Texas,31.147,-101.267,,,,FracFocus
University 57-65 2H,42413328720000,Apache Corporation,Schleicher,Texas,30.918,-100.869,,,,FracFocus
Roberts Unit 3646,42501305990000,Apache Corporation,Yoakum,Texas,33.01493,-102.88755,,,,FracFocus
Anderson 26 #12,42173354930000,Apache Corporation,Glasscock,Texas,31.93,-101.525,,,,FracFocus
Scott Sugg 0607 H11U,42235352360000,Apache Corporation,Irion,Texas,31.232877,-101.04412,,,,FracFocus
Hall Cowden 42 #4,42461381460000,Apache Corporation,Upton,Texas,31.565,-101.906,,,,FracFocus
Bivins - LIT 4 #6,42359303700000,Apache Corporation,Oldham,Texas,35.561898,-102.252673,,,,FracFocus
Ramp 26 7H,42211351560000,Apache Corporation,Hemphill,Texas,35.78,-100.16,,,,FracFocus
Stiles 16 SL 18-16H,42483336580000,Apache Corporation,Wheeler,Texas,35.459633,-100.078979,,,,FracFocus
Gray 24 #6,42173341810000,Apache Corporation,Glasscock,Texas,31.838519,-101.46568,,,,FracFocus
Alexander 33 8H,42211351530000,Apache Corporation,Hemphill,Texas,35.739246,-100.141167,,,,FracFocus
Gunn Francis 26,42227373260000,Apache Corporation,Howard,Texas,32.48939,-101.36031,,,,FracFocus
Txl South Unit 6124,42135422510000,Apache Corporation,Ector,Texas,31.82516,-102.6842,,,,FracFocus
Hammerhead 33 #4H,42173354940000,Apache Corporation,Glasscock,Texas,31.922,-101.439,,,,FracFocus
Scott Sugg 0607 H21U,42235352650000,Apache Corporation,Irion,Texas,31.233214,-101.05681,,,,FracFocus
King 11#4H,42103360770000,Apache Corporation,Crane,Texas,31.399477,-102.388541,,,,FracFocus
Txl North Unit 420,42135092340000,Apache Corporation,Ector,Texas,31.91918,-102.73589,,,,FracFocus
Woodpecker 36 #2,42173356050000,Apache Corporation,Glasscock,Texas,31.8,-101.455,,,,FracFocus
Urban Jones 122 #6H,42357332060000,Apache Corporation,Ochiltree,Texas,36.101406,-100.911853,,,,FracFocus
Stiles 68 29-68H,42483336730000,Apache Corporation,Wheeler,Texas,35.431702,-100.056572,,,,FracFocus
Lynda #2803,42173356530000,Apache Corporation,Glasscock,Texas,31.938,-101.446,,,,FracFocus
Roberts Unit 2202R,42501360180000,Apache Corporation,Yoakum,Texas,33.03099,-102.97194,,,,FracFocus
SRH 14 #1417,42383379500000,Apache Corporation,Reagan,Texas,31.473,-101.488,,,,FracFocus
Roberts Unit 3256,42501360540000,Apache Corporation,Yoakum,Texas,33.01315,-102.96867,,,,FracFocus
University 25A#4,42103360640000,Apache Corporation,Crane,Texas,31.478718,-102.424267,,,,FracFocus
SAU 8 #5B,42383378890000,Apache Corporation,Reagan,Texas,31.459,-101.64,,,,FracFocus
Roberts Unit 2256,42501360050000,Apache Corporation,Yoakum,Texas,33.02452,-102.96899,,,,FracFocus
McElroy 133#1,42461381770000,Apache Corporation,Upton,Texas,31.462231,-102.199883,,,,FracFocus
SAU 8 #5D,42383378910000,Apache Corporation,Reagan,Texas,31.460833,-101.63154,,,,FracFocus
Gray 24 #4,42173352560000,Apache Corporation,Glasscock,Texas,31.828,-101.462,,,,FracFocus
Ramp,42211351510000,Apache Corporation,Hemphill,Texas,35.765,-100.146,,,,FracFocus
University Devonian 38B#1,42103329970000,Apache Corporation,Crane,Texas,31.438324,-102.43383,,,,FracFocus
Ballenger #3208,42173356310000,Apache Corporation,Glasscock,Texas,31.961,-101.46,,,,FracFocus
Roberts Unit 2255,42501360040000,Apache Corporation,Yoakum,Texas,33.02993,-102.96876,,,,FracFocus
Armadillo 18#1,42371389520000,Apache Corporation,Pecos,Texas,30.899106,-103.407619,,,,FracFocus
Bravo 36 #1,42173354610000,Apache Corporation,Glasscock,Texas,31.697156,-101.4256,,,,FracFocus
Ratliff 24 #4,42173356140000,Apache Corporation,Glasscock,Texas,31.940768,-101.51048,,,,FracFocus
Roberts Unit 3269,42501360400000,Apache Corporation,Yoakum,Texas,33.01827,-102.95789,,,,FracFocus
Roberts Unit 3615,42501306060000,Apache Corporation,Yoakum,Texas,33.01497,-102.90016,,,,FracFocus
Barrow Augusta 2301,42135423950000,Apache Corporation,Ector,Texas,31.98629,-102.38337,,,,FracFocus
Dolphin 12#5,42173356600000,Apache Corporation,Glasscock,Texas,31.853825,-101.47856,,,,FracFocus
Scott Sugg 1110 H71U,42235352640000,Apache Corporation,Irion,Texas,31.152266,-101.024917,,,,FracFocus
SRH 12 #1205,42383379380000,Apache Corporation,Reagan,Texas,31.45233,-101.44136,,,,FracFocus
Roberts Unit 2152,42501360190000,Apache Corporation,Yoakum,Texas,33.02935,-102.97361,,,,FracFocus
NMU 2646,42103036680000,Apache Corporation,Crane,Texas,31.491577,-102.336203,,,,FracFocus
Clay 166 #2H,42173355840000,Apache Corporation,Glasscock,Texas,32.075163,-101.31838,,,,FracFocus
Hechler W F 5,42033322590000,Apache Corporation,Borden,Texas,32.52641,-101.33924,,,,FracFocus
Scott Sugg 0607 H41U,42235352770000,Apache Corporation,Irion,Texas,31.256217,-101.038408,,,,FracFocus
Ballenger #3207,42173356300000,Apache Corporation,Glasscock,Texas,31.930052,-101.46323,,,,FracFocus
Hoover 216 #3H,42357332270000,Apache Corporation,Ochiltree,Texas,36.114344,-100.726594,,,,FracFocus
Jones,42295306950000,Apache Corporation,Lipscomb,Texas,36.125172,-100.15374,,,,FracFocus
Connell Cowden 48 #1,42461381650000,Apache Corporation,Upton,Texas,31.532072,-102.00576,,,,FracFocus
Roberts Unit 3355,42501360260000,Apache Corporation,Yoakum,Texas,33.01614,-102.95012,,,,FracFocus
"R.E. Wamble Estate ""D""",42357318380000,Apache Corporation,Ochiltree,Texas,36.098785,-100.960869,,,,FracFocus
McElroy Ranch 117#27,42461385360000,Apache Corporation,Upton,Texas,31.445377,-102.165594,,,,FracFocus
Cecil 7 #2,42173356080000,Apache Corporation,Glasscock,Texas,32.069,-101.632,,,,FracFocus
Connell Cowden 48 #7,42461382180000,Apache Corporation,Upton,Texas,31.519232,-102.00731,,,,FracFocus
Roberts Unit 2252,42501360020000,Apache Corporation,Yoakum,Texas,33.02762,-102.97285,,,,FracFocus
Roberts Unit 3257,42501360450000,Apache Corporation,Yoakum,Texas,33.01283,-102.96713,,,,FracFocus
Txl North Unit 1028H,42135422440000,Apache Corporation,Ector,Texas,31.88042,-102.72047,,,,FracFocus
Neihues A #5,42173355980000,Apache Corporation,Glasscock,Texas,31.664483,-101.54818,,,,FracFocus
Roberts Unit 3351,42501360640000,Apache Corporation,Yoakum,Texas,33.01262,-102.95553,,,,FracFocus
Three Bar Shallow Unit 104H,42003449840000,Apache Corporation,Andrews,Texas,32.153882,-102.79856,,,,FracFocus
Walker Farms 14 #14,42173356760000,Apache Corporation,Glasscock,Texas,31.844639,-101.49018,,,,FracFocus
Sugg Strip H55C,42235353840000,Apache Corporation,Irion,Texas,31.254818,-101.02553,,,,FracFocus
Broseh #3,42383382090000,Apache Corporation,Reagan,Texas,31.640853,-101.553282,,,,FracFocus
Gunn Frances B 9,42227373890000,Apache Corporation,Howard,Texas,32.50043,-101.34996,,,,FracFocus
North McElroy Unit 4143RH,42103361820000,Apache Corporation,Crane,Texas,31.44862,-102.37948,,,,FracFocus
SAU 8 #5E,42383378920000,Apache Corporation,Reagan,Texas,31.456645,-101.63463,,,,FracFocus
Gunn Frances A 76,42227374040000,Apache Corporation,Howard,Texas,32.49512,-101.34797,,,,FracFocus
University Devonian 36B#2,42103361530000,Apache Corporation,Crane,Texas,31.453103,-102.420606,,,,FracFocus
Txl South Unit 2403,42135370480000,Apache Corporation,Ector,Texas,31.84205,-102.70454,,,,FracFocus
SRH 15 #1507,42383376420000,Apache Corporation,Reagan,Texas,31.48985,-101.48807,,,,FracFocus
Elliott Unit #2H,42211351710000,Apache Corporation,Hemphill,Texas,36.040847,-100.359017,,,,FracFocus
Schwartz 36 #15H,42173355460000,Apache Corporation,Glasscock,Texas,31.913385,-101.393187,,,,FracFocus
Scott Sugg 0607 H61U,42235352730000,Apache Corporation,Irion,Texas,31.152253,-101.234194,,,,FracFocus
Scott Sugg 0607 H81U,42235352850000,Apache Corporation,Irion,Texas,31.152413,-101.147831,,,,FracFocus
Boys Ranch 116 #10,42359303710000,Apache Corporation,Oldham,Texas,35.547156,-102.247152,,,,FracFocus
Roberts Unit 3270,42501360170000,Apache Corporation,Yoakum,Texas,33.01727,-102.96052,,,,FracFocus
Roberts Unit 2773,42501361420000,Apache Corporation,Yoakum,Texas,33.033313,-102.885255,,,,FracFocus
E.D. Books 1A Unit #13,42173356980000,Apache Corporation,Glasscock,Texas,31.869603,-101.48042,,,,FracFocus
Roberts Unit 3262,42501360550000,Apache Corporation,Yoakum,Texas,33.01571,-102.96313,,,,FracFocus
McElroy CO 119#24,42461386330000,Apache Corporation,Upton,Texas,31.417942,-102.156661,,,,FracFocus
Stiles 3,42483336530000,Apache Corporation,Wheeler,Texas,35.4431,-100.055,,,,FracFocus
Roberts Unit 2775,42501361490000,Apache Corporation,Yoakum,Texas,33.02613,-102.88448,,,,FracFocus
Sugg Strip 6H,42235352030000,Apache Corporation,Irion,Texas,31.254818,-101.02534,,,,FracFocus
SAU 8 #5A,42383378880000,Apache Corporation,Reagan,Texas,31.463788,-101.6365,,,,FracFocus
Stiles 3 2503H,42483336720000,Apache Corporation,Wheeler,Texas,35.447,-100.045,,,,FracFocus
Roberts Unit 3263,42501360410000,Apache Corporation,Yoakum,Texas,33.013,-102.96355,,,,FracFocus
Stiles 3,42483336520000,Apache Corporation,Wheeler,Texas,35.4431,-100.055046,,,,FracFocus
Buchanan 42-1,42227374300000,Apache Corporation,Howard,Texas,32.423246,-101.332249,,,,FracFocus
TXLNU 1030H,42135423910000,Apache Corporation,Ector,Texas,31.87046,-102.70231,,,,FracFocus
Griffin 22 #1,42227373980000,Apache Corporation,Howard,Texas,32.482,-101.33,,,,FracFocus
Cecil 8 #1,42173356150000,Apache Corporation,Glasscock,Texas,32.06486,-101.60896,,,,FracFocus
Tyler 55 8H,42483336790000,Apache Corporation,Wheeler,Texas,35.40033,-100.010521,,,,FracFocus
North McElroy Unit 4117BH,42103361480000,Apache Corporation,Crane,Texas,31.44218,-102.382174,,,,FracFocus
SRH 14 #1418,42383379510000,Apache Corporation,Reagan,Texas,31.473489,-101.48128,,,,FracFocus
University Devonian 48#2,42103361340000,Apache Corporation,Crane,Texas,31.436744,-102.410987,,,,FracFocus
Ballenger #3029,42173356320000,Apache Corporation,Glasscock,Texas,31.927574,-101.45762,,,,FracFocus
Bakke Unit 163,42003430450000,Apache Corporation,Andrews,Texas,32.267041,-102.533182,,,,FracFocus
Huitt 25 #9H,42173353840000,Apache Corporation,Glasscock,Texas,31.925,-101.492,,,,FracFocus
Stiles 3 2903H,42483336900000,Apache Corporation,Wheeler,Texas,35.445164,-100.041946,,,,FracFocus
Randall 640-1H,42295339380000,Apache Corporation,Lipscomb,Texas,36.246042,-100.422186,,,,FracFocus
SRH 13 #1330,42383379690000,Apache Corporation,Reagan,Texas,31.477847,-101.46696,,,,FracFocus
Kestrel 38 #2,42173356900000,Apache Corporation,Glasscock,Texas,31.790339,-101.47184,,,,FracFocus
Sugg 4948 H13M,42235354000000,Apache Corporation,Irion,Texas,31.253665,-101.095451,,,,FracFocus
Mockingbird 9 1H,42301318600000,Apache Corporation,Loving,Texas,31.75,-103.62,,,,FracFocus
SRH 13 #1322,42383369480000,Apache Corporation,Reagan,Texas,31.47473,-101.46305,,,,FracFocus
Three Bar shallow Unit 100HR,42003453280000,Apache Corporation,Andrews,Texas,32.15493,-102.793882,,,,FracFocus
Riley #4722,42173357540000,Apache Corporation,Glasscock,Texas,31.888838,-101.50086,,,,FracFocus
Alexander 48 9H,42211351650000,Apache Corporation,Hemphill,Texas,35.749638,-100.140831,,,,FracFocus
Alexander 7H,42211351720000,Apache Corporation,Hemphill,Texas,35.705956,-100.131493,,,,FracFocus
Roberts Unit 2772,42501361410000,Apache Corporation,Yoakum,Texas,33.0367,-102.88419,,,,FracFocus
Weber 47 #12,42461381410000,Apache Corporation,Upton,Texas,31.521,-102.02,,,,FracFocus
Roberts Unit 3684,42501361500000,Apache Corporation,Yoakum,Texas,33.01236,-102.8974,,,,FracFocus
Roberts Unit 3686,42501361560000,Apache Corporation,Yoakum,Texas,33.01778,-102.89382,,,,FracFocus
Clinch 4238 H72LU,42235352380000,Apache Corporation,Irion,Texas,31.147178,-101.267119,,,,FracFocus
Roberts Unit 2774,42501361430000,Apache Corporation,Yoakum,Texas,33.02966,-102.8844,,,,FracFocus
Maui 5 #1,42173354820000,Apache Corporation,Glasscock,Texas,31.748,-101.509,,,,FracFocus
Gunn Frances -C- 29,42227373730000,Apache Corporation,Howard,Texas,32.49343,-101.36396,,,,FracFocus
Sugg 4948 1H,42235354030000,Apache Corporation,Irion,Texas,31.253672,-101.096044,,,,FracFocus
Bivins-LIT 303,42359303750000,Apache Corporation,Oldham,Texas,35.540329,-102.252394,,,,FracFocus
Red Snapper #1403,42173356840000,Apache Corporation,Glasscock,Texas,31.973,-101.424,,,,FracFocus
Ellen,42211351730000,Apache Corporation,Hemphill,Texas,35.705616,-100.145958,,,,FracFocus
Dorado 18 #14,42173356550000,Apache Corporation,Glasscock,Texas,31.829,-101.555,,,,FracFocus
Huitt 25 13H,42173355490000,Apache Corporation,Glasscock,Texas,31.924424,-101.496188,,,,FracFocus
Sugg 4948 H23M,42235354010000,Apache Corporation,Irion,Texas,31.2537,-101.098491,,,,FracFocus
SAU 28 #3D,42383378480000,Apache Corporation,Reagan,Texas,31.531,-101.64,,,,FracFocus
Huitt 25 12H,42173356030000,Apache Corporation,Glasscock,Texas,31.923748,-101.499119,,,,FracFocus
SAU 33-3 #5E,42383380590000,Apache Corporation,Reagan,Texas,31.517,-101.635,,,,FracFocus
ASAU 1222,42165304680000,Apache Corporation,Gaines,Texas,32.95014,-102.28176,,,,FracFocus
State of Texas DC#11WC,42475361860000,Apache Corporation,Ward,Texas,31.569522,-103.215404,,,,FracFocus
R.S. Windham et al 118#12A,42461386520000,Apache Corporation,Upton,Texas,31.429332,-102.161214,,,,FracFocus
Hoelscher A #2,42173355960000,Apache Corporation,Glasscock,Texas,31.66,-101.555,,,,FracFocus
Tindol 19 1,42227362590000,Apache Corporation,Howard,Texas,32.35636,-101.29251,,,,FracFocus
Leland Mekeel 226 6H,42357332240000,Apache Corporation,Ochiltree,Texas,36.130086,-100.698767,,,,FracFocus
Riley #4723,42173357550000,Apache Corporation,Glasscock,Texas,31.8831,-101.5031,,,,FracFocus
Leland Mekeel 226 #5H,42357332230000,Apache Corporation,Ochiltree,Texas,36.130114,-100.703561,,,,FracFocus
Mekeel 303 5H,42357332370000,Apache Corporation,Ochiltree,Texas,36.130169,-100.698767,,,,FracFocus
Stiles 17 1517H,42483336440000,Apache Corporation,Wheeler,Texas,35.459728,-100.073212,,,,FracFocus
Huitt 25 11H,42173356010000,Apache Corporation,Glasscock,Texas,31.922811,-101.503176,,,,FracFocus
SRH 12 #1226,42383381960000,Apache Corporation,Reagan,Texas,31.48053,-101.29197,,,,FracFocus
ASAU 1903,42165028630000,Apache Corporation,Gaines,Texas,32.94327,-102.28357,,,,FracFocus
Huitt 25 10H,42173356020000,Apache Corporation,Glasscock,Texas,31.922186,-101.505879,,,,FracFocus
Mekeel 303-4H,42357332360000,Apache Corporation,Ochiltree,Texas,36.130117,-100.704111,,,,FracFocus
SRH 17 #1714,42383379970000,Apache Corporation,Reagan,Texas,31.44001,-101.46011,,,,FracFocus
Stiles 17 1617H,42483336540000,Apache Corporation,Wheeler,Texas,35.459816,-100.073586,,,,FracFocus
Roberts Unit 3782,42501361570000,Apache Corporation,Yoakum,Texas,33.021,-102.88523,,,,FracFocus
Engle 43 1,42227374270000,Apache Corporation,Howard,Texas,32.42353,-101.31583,,,,FracFocus
Sugg 4948 2H,42235351200000,Apache Corporation,Irion,Texas,31.253865,-101.098489,,,,FracFocus
Schaefer C.E.SR #3,42383382100000,Apache Corporation,Reagan,Texas,31.62827,-101.55454,,,,FracFocus
Stiles 16 1416H,42483336290000,Apache Corporation,Wheeler,Texas,35.459644,-100.090668,,,,FracFocus
Stiles 16 1615H,42483336330000,Apache Corporation,Wheeler,Texas,35.459644,-100.090614,,,,FracFocus
Roberts Unit 3685,42501361510000,Apache Corporation,Yoakum,Texas,33.01613,-102.89835,,,,FracFocus
TXLNU 1031H,42135423930000,Apache Corporation,Ector,Texas,31.887,-102.703,,,,FracFocus
Hartley 38 #18,42173357110000,Apache Corporation,Glasscock,Texas,31.8974,-101.51389,,,,FracFocus
University A 38 #4,42103360420000,Apache Corporation,Crane,Texas,31.444493,-102.42591,,,,FracFocus
Seth Campbell #73,42495334730000,Apache Corporation,Winkler,Texas,31.883397,-103.054554,,,,FracFocus
Sandra 3019H,42483336830000,Apache Corporation,Wheeler,Texas,35.394287,-100.001678,,,,FracFocus
Woodpecker 36 #6,42173358810000,Apache Corporation,Glasscock,Texas,31.79635,-101.46616,,,,FracFocus
Sanders 43 6H,42211351760000,Apache Corporation,Hemphill,Texas,35.78,-100.159,,,,FracFocus
North McElroy Unit 2859BH,42103361720000,Apache Corporation,Crane,Texas,31.490784,-102.376779,,,,FracFocus
Barrow Augusta 2303,42135424080000,Apache Corporation,Ector,Texas,31.97815,-102.38271,,,,FracFocus
McDonald 183 #2H,42173356210000,Apache Corporation,Glasscock,Texas,32.060376,-101.31914,,,,FracFocus
SAU 9-3 #4B,42383308460000,Apache Corporation,Reagan,Texas,31.46273,-101.62338,,,,FracFocus
McElroy 137#3,42461365290000,Apache Corporation,Upton,Texas,31.413859,-102.179528,,,,FracFocus
ED Books 2#17,42173358570000,Apache Corporation,Glasscock,Texas,31.8731,-101.5051,,,,FracFocus
Sugg 4948 H33M,42235354100000,Apache Corporation,Irion,Texas,31.276651,-101.10078,,,,FracFocus
Malone 45 #3,42383381500000,Apache Corporation,Reagan,Texas,31.13724,-101.43049,,,,FracFocus
Stiles 18-23-18H,42483336980000,Apache Corporation,Wheeler,Texas,35.459797,-100.04974,,,,FracFocus
Three Bar Shallow Unit 106H,42003449870000,Apache Corporation,Andrews,Texas,32.17116,-102.8029,,,,FracFocus
Gunn Frances 4,42227033970000,Apache Corporation,Howard,Texas,32.49097,-101.34591,,,,FracFocus
Remme 15#1,42389337100000,Apache Corporation,Reeves,Texas,30.949606,-103.41607,,,,FracFocus
