site_name,api_number,operator,county,state,latitude,longitude,job_codes,well_type,status,source
Blackfoot State Unit 102AH,42389364200000,Apache Corporation,Reeves,Texas,31.215417,-103.917914,,,,FracFocus
Blackfoot State Unit 103BH,42389364220000,Apache Corporation,Reeves,Texas,31.215416,-103.917722,,,,FracFocus
Latzel 3946 E 5HM,42461407510000,Apache Corporation,Upton,Texas,31.560831,-101.956324,,,,FracFocus
Latzel 3946 F 6HM,42461407520000,Apache Corporation,Upton,Texas,31.560809,-101.956417,,,,FracFocus
Latzel 3946 A 1HM,42461407440000,Apache Corporation,Upton,Texas,31.563393,-101.945283,,,,FracFocus
Latzel 3946 B 2HM,42461407450000,Apache Corporation,Upton,Texas,31.563296,-101.945372,,,,FracFocus
Blackfoot State Unit 110CH,42389364230000,Apache Corporation,Reeves,Texas,31.215416,-103.917626,,,,FracFocus
Blackfoot State Unit 113BH,42389364480000,Apache Corporation,Reeves,Texas,31.215417,-103.914683,,,,FracFocus
Blackfoot State Unit 116BH,42389364520000,Apache Corporation,Reeves,Texas,31.215417,-103.914394,,,,FracFocus
Blackfoot State Unit 117CH,42389364500000,Apache Corporation,Reeves,Texas,31.215416,-103.914587,,,,FracFocus
Blackfoot State Unit 108CH,42389364210000,Apache Corporation,Reeves,Texas,31.215417,-103.917818,,,,FracFocus
Fox State Unit 102AH,42389367620000,Apache Corporation,Reeves,Texas,31.120745,-103.77312,,,,FracFocus
Fox State Unit 201AH,42389367630000,Apache Corporation,Reeves,Texas,31.120745,-103.773023,,,,FracFocus
Fox State Unit 104AH,42389367640000,Apache Corporation,Reeves,Texas,31.120746,-103.772927,,,,FracFocus
Blackfoot State Unit 114CH,42389364550000,Apache Corporation,Reeves,Texas,31.215417,-103.916219,,,,FracFocus
Blackfoot State Unit 106AH,42389364560000,Apache Corporation,Reeves,Texas,31.215417,-103.916123,,,,FracFocus
Blackfoot State Unit 115AH,42389364510000,Apache Corporation,Reeves,Texas,31.215417,-103.914491,,,,FracFocus
Latzel 3946 D 4HM,42461407500000,Apache Corporation,Upton,Texas,31.561882,-101.951814,,,,FracFocus
Latzel 3946 C 3HM,42461407490000,Apache Corporation,Upton,Texas,31.561904,-101.951721,,,,FracFocus
Blackfoot State Unit 111BH,42389364540000,Apache Corporation,Reeves,Texas,31.215417,-103.916314,,,,FracFocus
Blackfoot State Unit 109AH,42389364530000,Apache Corporation,Reeves,Texas,31.215417,-103.91641,,,,FracFocus
Mohican Unit 201AH,42389367720000,Apache Corporation,Reeves,Texas,31.212877,-103.924746,,,,FracFocus
Chinook 107PT,42389370020000,Apache Corporation,Reeves,Texas,31.168159,-103.790653,,,,FracFocus
Spruce State 101AH,42389357330000,Apache Corporation,Reeves,Texas,31.268854,-103.971085,,,,FracFocus
Spruce State 102CH,42389357340000,Apache Corporation,Reeves,Texas,31.268854,-103.971181,,,,FracFocus
Musgrove Miller 0904 2HM,42227395000000,Apache Corporation,Howard,Texas,32.358311,-101.370278,,,,FracFocus
Mont Blanc 501AH,42389366950000,Apache Corporation,Reeves,Texas,31.214158,-103.891708,,,,FracFocus
Oak State Unit 102BH,42389369380000,Apache Corporation,Reeves,Texas,31.267595,-103.988766,,,,FracFocus
Hartgrove 0401 14HL,42383401650000,Apache Corporation,Reagan,Texas,31.40588,-101.681612,,,,FracFocus
Hartgrove 0401 2HU,42383401660000,Apache Corporation,Reagan,Texas,31.410567,-101.681705,,,,FracFocus
Burnside 405AH,42389365880000,Apache Corporation,Reeves,Texas,31.665895,-103.883592,,,,FracFocus
Kickapoo 201AH,42389369740000,Apache Corporation,Reeves,Texas,31.184574,-103.795127,,,,FracFocus
Burnside 406BH,42389365890000,Apache Corporation,Reeves,Texas,31.665895,-103.883496,,,,FracFocus
Burnside 417CH,42389369140000,Apache Corporation,Reeves,Texas,31.665896,-103.8834,,,,FracFocus
Burnside 404BH,42389365870000,Apache Corporation,Reeves,Texas,31.665889,-103.886067,,,,FracFocus
Dixieland SWD 1,42389370770000,Apache Corporation,Reeves,Texas,31.65805,-103.867767,,,,FracFocus
Burnside 403AH,42389365860000,Apache Corporation,Reeves,Texas,31.665888,-103.886164,,,,FracFocus
Burnside 416DH,42389369130000,Apache Corporation,Reeves,Texas,31.665889,-103.885971,,,,FracFocus
Hartgrove 0401 A 5HA,42383401680000,Apache Corporation,Reagan,Texas,31.392513,-101.66927,,,,FracFocus
Hartgrove 0401 A 17HM,42383401670000,Apache Corporation,Reagan,Texas,31.412069,-101.675182,,,,FracFocus
Lumbee 401AH,42389367750000,Apache Corporation,Reeves,Texas,31.10527,-103.74458,,,,FracFocus
Lumbee 201AH,42389369800000,Apache Corporation,Reeves,Texas,31.10535,-103.74458,,,,FracFocus
"Schrock, W.M. 2326 14HS",42329423270000,Apache Corporation,Midland,Texas,31.760969,-101.777963,,,,FracFocus
Ellwood A #155,42219338820000,Apache Corporation,Hockley,Texas,33.64178,-102.179114,,,,FracFocus
Elbert State Unit 103BH,42389352980000,Apache Corporation,Reeves,Texas,31.054504,-103.759247,,,,FracFocus
Elbert State Unit 105CH,42389367930000,Apache Corporation,Reeves,Texas,31.054539,-103.759434,,,,FracFocus
R. O. McClure A #10,42415326910000,Apache Corporation,Scurry,Texas,32.6041,-101.07132,,,,FracFocus
Elbert State Unit 104AH,42389367920000,Apache Corporation,Reeves,Texas,31.054522,-103.75934,,,,FracFocus
Alta 103BH,42389371210000,Apache Corporation,Reeves,Texas,31.012201,-103.755924,,,,FracFocus
Alta 101AH,42389354070000,Apache Corporation,Reeves,Texas,31.012218,-103.756018,,,,FracFocus
Adair San Andres Unit 906W,42445301020000,Apache Corporation,Terry,Texas,32.96238,-102.292215,,,,FracFocus
June Tippett 1213 HZ 11HM,42329422070000,Apache Corporation,Midland,Texas,31.70716,-102.17182,,,,FracFocus
Navajo 401AH,42389370160000,Apache Corporation,Reeves,Texas,31.232253,-103.724318,,,,FracFocus
June Tippett 1213 HZ 13HM,42329422100000,Apache Corporation,Midland,Texas,31.70716,-102.12182,,,,FracFocus
Cypress State 407AH,42389370270000,Apache Corporation,Reeves,Texas,31.296703,-103.984809,,,,FracFocus
Cypress State 503AH,42389370280000,Apache Corporation,Reeves,Texas,31.296703,-103.984617,,,,FracFocus
Cypress State 403AH,42389370210000,Apache Corporation,Reeves,Texas,31.296775,-103.981845,,,,FracFocus
Cypress State 406BH,42389370260000,Apache Corporation,Reeves,Texas,31.296703,-103.984713,,,,FracFocus
Cypress State 502AH,42389370250000,Apache Corporation,Reeves,Texas,31.296775,-103.981941,,,,FracFocus
Adair San Andres Unit 903W,42445000410000,Apache Corporation,Terry,Texas,32.962555,-102.288346,,,,FracFocus
Chinook 501CH,42389362100000,Apache Corporation,Reeves,Texas,31.168524,-103.785063,,,,FracFocus
Connell Cowden 48 9HM,42461407740000,Apache Corporation,Upton,Texas,31.534347,-102.009833,,,,FracFocus
Connell Cowden 48 10HM,42461407770000,Apache Corporation,Upton,Texas,31.534399,-102.00974,,,,FracFocus
